street,from,to,distance_km,travel_time_min,congestion_level
Rua dos Cedros,Intersection_9,Intersection_133,2.42,21.52,0.97
Rua dos Passaros,Intersection_13,Intersection_92,1.61,24.36,0.78
Rua da Colina,Intersection_15,Intersection_115,3.38,18.36,0.79
Rua dos Pinheiros,Intersection_90,Intersection_26,2.71,2.35,0.19
Rua das Violetas,Intersection_3,Intersection_27,1.0,9.44,0.64
Rua dos Girassois,Intersection_32,Intersection_49,2.54,15.81,0.37
Rua dos Pinheiros,Intersection_80,Intersection_26,3.07,1.91,0.43
Rua das Palmeiras,Intersection_143,Intersection_66,2.82,7.31,0.16
Rua da Cascata,Intersection_112,Intersection_52,2.67,26.24,0.57
Rua das Palmeiras,Intersection_21,Intersection_50,1.94,16.66,0.52
Rua dos Pinheiros,Intersection_120,Intersection_121,1.88,1.75,0.33
Rua dos Girassois,Intersection_14,Intersection_100,1.56,9.75,0.74
Rua do Sol,Intersection_153,Intersection_18,1.18,4.06,0.78
Rua das Rosas,Intersection_108,Intersection_112,4.25,22.19,0.51
Rua das Rosas,Intersection_55,Intersection_145,2.78,28.97,0.72
Rua dos Jacarandas,Intersection_67,Intersection_26,0.91,11.82,0.97
Rua dos Lirios,Intersection_79,Intersection_145,3.28,26.46,0.53
Rua do Sol,Intersection_52,Intersection_103,1.76,17.34,0.73
Rua do Sol,Intersection_4,Intersection_153,2.94,4.52,0.1
Rua das Nuvens,Intersection_17,Intersection_75,4.75,4.82,0.28
Rua dos Pinheiros,Intersection_144,Intersection_109,3.66,15.04,0.61
Rua da Aurora,Intersection_87,Intersection_47,2.21,9.94,0.9
Rua dos Girassois,Intersection_34,Intersection_131,4.34,9.07,0.52
Rua das Aguas,Intersection_135,Intersection_151,4.45,20.7,0.87
Rua das Violetas,Intersection_39,Intersection_104,2.37,8.43,0.61
Rua das Flores,Intersection_117,Intersection_28,2.74,15.12,0.56
Rua do Sol,Intersection_27,Intersection_34,4.84,6.57,0.32
Rua dos Passaros,Intersection_3,Intersection_39,0.52,13.72,0.75
Rua dos Passaros,Intersection_40,Intersection_88,0.61,29.76,0.96
Rua dos Pinheiros,Intersection_128,Intersection_0,4.07,13.39,0.45
Rua dos Cravos,Intersection_43,Intersection_83,1.74,21.69,0.54
Rua das Oliveiras,Intersection_4,Intersection_147,2.1,17.5,0.37
Rua das Rosas,Intersection_84,Intersection_114,0.69,28.61,0.74
Rua dos Ipes,Intersection_138,Intersection_135,3.8,6.43,0.84
Rua das Palmeiras,Intersection_120,Intersection_134,3.09,27.43,0.27
Rua das Flores,Intersection_29,Intersection_79,4.11,8.34,0.91
Rua das Palmeiras,Intersection_128,Intersection_111,0.89,22.01,0.94
Rua do Campo,Intersection_88,Intersection_149,3.76,24.05,0.33
Rua do Sol,Intersection_106,Intersection_78,4.05,24.07,0.25
Rua dos Ipes,Intersection_73,Intersection_154,2.33,3.95,0.9
Rua dos Lirios,Intersection_112,Intersection_17,4.44,4.9,0.55
Rua do Sol,Intersection_59,Intersection_81,1.93,13.62,0.25
Rua dos Jacarandas,Intersection_140,Intersection_58,2.73,11.91,0.93
Rua da Aurora,Intersection_93,Intersection_46,3.28,28.98,0.64
Rua das Violetas,Intersection_122,Intersection_157,1.33,27.06,0.34
Rua das Aguas,Intersection_42,Intersection_47,3.3,21.9,0.23
Rua do Sol,Intersection_147,Intersection_84,0.57,28.95,0.31
Rua das Oliveiras,Intersection_11,Intersection_40,3.95,2.54,0.36
Rua das Violetas,Intersection_38,Intersection_46,2.69,17.6,0.31
Rua dos Cravos,Intersection_43,Intersection_26,2.41,4.75,0.72
Rua das Margaridas,Intersection_26,Intersection_43,4.31,23.68,0.51
Rua das Oliveiras,Intersection_9,Intersection_128,3.02,15.61,0.8
Rua das Aguas,Intersection_143,Intersection_31,2.32,21.14,0.59
Rua dos Girassois,Intersection_82,Intersection_145,4.97,1.77,0.67
Rua dos Passaros,Intersection_119,Intersection_85,2.83,29.07,0.83
Rua das Margaridas,Intersection_122,Intersection_84,3.28,4.98,0.26
Rua das Rosas,Intersection_126,Intersection_56,4.59,4.42,0.17
Rua do Sol,Intersection_115,Intersection_153,3.78,24.72,0.37
Rua da Cascata,Intersection_41,Intersection_115,4.89,14.0,0.69
Rua da Lua,Intersection_14,Intersection_119,3.36,27.13,0.76
Rua dos Passaros,Intersection_9,Intersection_10,2.48,14.33,0.21
Rua das Nuvens,Intersection_37,Intersection_57,2.85,27.86,0.11
Rua das Aguas,Intersection_106,Intersection_62,2.3,7.47,0.43
Rua das Oliveiras,Intersection_147,Intersection_109,0.73,4.74,0.94
Rua das Margaridas,Intersection_27,Intersection_105,4.48,4.39,0.9
Rua dos Girassois,Intersection_45,Intersection_111,1.4,3.3,0.92
Rua das Acacias,Intersection_7,Intersection_112,2.38,22.97,0.7
Rua da Lua,Intersection_103,Intersection_97,2.35,7.59,1.0
Rua das Aguas,Intersection_122,Intersection_110,4.84,16.0,0.32
Rua das Palmeiras,Intersection_104,Intersection_144,3.29,19.02,0.53
Rua das Flores,Intersection_29,Intersection_102,0.96,23.48,0.71
Rua das Margaridas,Intersection_27,Intersection_122,4.73,27.9,0.98
Rua da Montanha,Intersection_125,Intersection_83,2.92,20.0,0.21
Rua das Rosas,Intersection_146,Intersection_135,4.05,14.23,0.39
Rua das Flores,Intersection_48,Intersection_146,3.8,10.57,0.47
Rua das Rosas,Intersection_105,Intersection_108,2.65,16.34,0.71
Rua do Sol,Intersection_57,Intersection_125,1.37,19.14,0.56
Rua do Campo,Intersection_9,Intersection_29,2.01,21.75,0.55
Rua das Oliveiras,Intersection_15,Intersection_39,1.0,10.25,0.17
Rua da Colina,Intersection_97,Intersection_93,1.53,25.32,0.33
Rua das Oliveiras,Intersection_133,Intersection_75,0.8,26.03,0.34
Rua dos Lirios,Intersection_139,Intersection_83,3.77,27.63,0.36
Rua das Palmeiras,Intersection_72,Intersection_87,1.09,2.58,0.73
Rua das Margaridas,Intersection_96,Intersection_118,2.88,12.77,0.98
Rua das Violetas,Intersection_55,Intersection_112,3.48,25.1,0.64
Rua das Violetas,Intersection_27,Intersection_96,3.25,21.39,0.98
Rua do Campo,Intersection_82,Intersection_149,4.8,26.95,0.16
Rua das Acacias,Intersection_11,Intersection_91,2.27,14.7,0.9
Rua do Campo,Intersection_87,Intersection_154,1.76,27.43,0.76
Rua dos Pinheiros,Intersection_57,Intersection_44,4.61,10.48,0.23
Rua das Laranjeiras,Intersection_9,Intersection_90,2.28,20.89,0.66
Rua dos Passaros,Intersection_82,Intersection_6,2.9,13.92,0.16
Rua dos Passaros,Intersection_133,Intersection_58,1.31,19.73,0.64
Rua das Laranjeiras,Intersection_144,Intersection_110,3.72,21.11,0.46
Rua dos Girassois,Intersection_11,Intersection_137,3.87,8.63,0.3
Rua das Orquideas,Intersection_27,Intersection_61,4.67,8.32,0.39
Rua das Acacias,Intersection_143,Intersection_73,1.62,21.08,0.85
Rua dos Jacarandas,Intersection_90,Intersection_144,4.61,25.09,0.5
Rua das Rosas,Intersection_4,Intersection_67,0.88,4.94,0.86
Rua dos Pinheiros,Intersection_82,Intersection_25,4.95,20.33,0.22
Rua das Palmeiras,Intersection_115,Intersection_142,3.18,10.97,0.88
Rua dos Cravos,Intersection_152,Intersection_82,4.35,28.41,0.94
Rua das Acacias,Intersection_14,Intersection_68,2.72,2.32,0.31
Rua das Acacias,Intersection_79,Intersection_5,3.63,4.14,0.6
Rua das Rosas,Intersection_142,Intersection_141,3.6,18.53,0.85
Rua dos Passaros,Intersection_121,Intersection_3,4.48,26.24,0.29
Rua dos Girassois,Intersection_30,Intersection_153,0.8,4.76,0.58
Rua da Montanha,Intersection_29,Intersection_46,2.23,22.43,0.86
Rua das Palmeiras,Intersection_130,Intersection_71,3.11,22.82,0.61
Rua dos Cedros,Intersection_156,Intersection_19,2.5,10.51,0.17
Rua das Rosas,Intersection_86,Intersection_75,1.72,4.59,0.97
Rua das Rosas,Intersection_100,Intersection_50,0.58,8.71,0.45
Rua das Laranjeiras,Intersection_79,Intersection_28,1.04,3.13,0.82
Rua da Cascata,Intersection_101,Intersection_145,3.68,8.94,0.45
Rua da Lua,Intersection_134,Intersection_4,0.83,12.11,0.69
Rua das Laranjeiras,Intersection_117,Intersection_3,1.31,18.45,0.64
Rua da Cascata,Intersection_103,Intersection_69,1.19,24.57,0.14
Rua das Aguas,Intersection_77,Intersection_118,0.65,3.24,0.13
Rua da Montanha,Intersection_21,Intersection_151,3.4,2.87,0.31
Rua da Montanha,Intersection_100,Intersection_31,3.22,12.81,0.12
Rua do Sol,Intersection_69,Intersection_28,2.82,9.59,0.2
Rua das Oliveiras,Intersection_110,Intersection_83,2.14,27.67,0.21
Rua da Montanha,Intersection_153,Intersection_79,4.54,6.99,0.98
Rua da Cascata,Intersection_40,Intersection_52,2.49,17.86,0.32
Rua dos Passaros,Intersection_74,Intersection_54,1.92,28.91,0.58
Rua das Laranjeiras,Intersection_33,Intersection_123,2.84,2.46,0.63
Rua da Aurora,Intersection_105,Intersection_64,3.35,3.7,0.49
Rua dos Passaros,Intersection_80,Intersection_101,4.11,29.48,0.18
Rua dos Lirios,Intersection_87,Intersection_73,1.23,21.08,0.55
Rua das Aguas,Intersection_71,Intersection_63,2.12,23.59,0.17
Rua das Oliveiras,Intersection_136,Intersection_127,2.35,25.84,0.9
Rua das Acacias,Intersection_32,Intersection_19,1.39,18.27,0.46
Rua do Campo,Intersection_131,Intersection_80,1.15,25.66,0.4
Rua dos Ipes,Intersection_28,Intersection_37,1.56,1.47,0.31
Rua das Palmeiras,Intersection_95,Intersection_127,2.31,26.28,0.77
Rua das Aguas,Intersection_86,Intersection_60,1.19,23.8,0.76
Rua da Montanha,Intersection_69,Intersection_108,4.88,8.89,0.19
Rua dos Girassois,Intersection_112,Intersection_33,0.73,9.8,0.91
Rua das Palmeiras,Intersection_112,Intersection_157,4.73,29.23,0.35
Rua das Margaridas,Intersection_6,Intersection_15,4.5,17.49,0.54
Rua dos Cravos,Intersection_43,Intersection_147,1.95,15.9,0.39
Rua dos Cravos,Intersection_116,Intersection_81,0.74,16.65,0.78
Rua das Rosas,Intersection_11,Intersection_99,3.28,16.71,0.35
Rua das Aguas,Intersection_29,Intersection_66,3.11,7.58,0.49
Rua da Cascata,Intersection_80,Intersection_27,4.52,2.85,0.2
Rua do Campo,Intersection_47,Intersection_36,4.4,26.9,0.83
Rua da Cascata,Intersection_74,Intersection_147,1.2,12.09,0.93
Rua dos Passaros,Intersection_149,Intersection_25,1.29,18.58,0.55
Rua da Lua,Intersection_53,Intersection_155,1.87,13.01,0.52
Rua do Campo,Intersection_129,Intersection_111,2.6,11.93,0.33
Rua dos Jacarandas,Intersection_17,Intersection_104,4.95,4.12,0.88
Rua dos Cravos,Intersection_111,Intersection_52,3.17,4.09,0.83
Rua das Violetas,Intersection_43,Intersection_90,0.79,7.99,0.84
Rua das Aguas,Intersection_26,Intersection_83,4.98,13.04,0.31
Rua da Montanha,Intersection_27,Intersection_16,2.66,8.14,0.85
Rua do Sol,Intersection_148,Intersection_97,4.96,5.61,0.13
Rua dos Girassois,Intersection_77,Intersection_42,3.16,20.81,1.0
Rua dos Passaros,Intersection_3,Intersection_5,4.18,22.65,0.6
Rua dos Passaros,Intersection_95,Intersection_127,1.78,1.15,0.55
Rua dos Passaros,Intersection_29,Intersection_90,4.17,5.92,0.47
Rua dos Ipes,Intersection_7,Intersection_17,0.81,10.85,0.19
Rua dos Passaros,Intersection_157,Intersection_23,2.05,2.89,0.68
Rua das Margaridas,Intersection_32,Intersection_64,4.1,9.76,0.25
Rua dos Pinheiros,Intersection_125,Intersection_92,1.66,2.92,0.91
Rua dos Passaros,Intersection_154,Intersection_109,2.68,9.14,0.41
Rua das Rosas,Intersection_11,Intersection_41,0.67,16.48,0.63
Rua da Cascata,Intersection_125,Intersection_22,2.98,7.06,0.56
Rua dos Pinheiros,Intersection_86,Intersection_9,2.13,26.56,0.11
Rua da Lua,Intersection_127,Intersection_143,1.58,17.92,0.41
Rua da Colina,Intersection_35,Intersection_113,2.51,28.96,0.65
Rua do Sol,Intersection_10,Intersection_70,3.9,27.19,0.47
Rua da Cascata,Intersection_143,Intersection_139,2.41,3.86,0.52
Rua do Campo,Intersection_0,Intersection_134,0.82,17.04,0.13
Rua da Aurora,Intersection_15,Intersection_114,1.05,26.58,0.73
Rua da Lua,Intersection_28,Intersection_19,2.41,6.35,0.8
Rua do Campo,Intersection_141,Intersection_67,3.15,29.98,0.96
Rua dos Cravos,Intersection_101,Intersection_144,4.84,2.98,0.4
Rua das Margaridas,Intersection_17,Intersection_14,0.91,8.21,0.22
Rua das Violetas,Intersection_133,Intersection_122,2.38,15.08,0.33
Rua das Margaridas,Intersection_28,Intersection_125,1.4,5.26,0.23
Rua dos Lirios,Intersection_66,Intersection_135,3.52,27.82,0.92
Rua das Oliveiras,Intersection_44,Intersection_13,4.21,2.09,0.37
Rua da Lua,Intersection_148,Intersection_19,0.67,24.9,0.51
Rua das Violetas,Intersection_76,Intersection_86,1.32,27.28,0.52
Rua das Margaridas,Intersection_122,Intersection_140,4.43,25.91,0.16
Rua dos Jacarandas,Intersection_84,Intersection_18,2.67,4.72,0.57
Rua dos Lirios,Intersection_72,Intersection_11,3.42,22.05,0.24
Rua das Palmeiras,Intersection_40,Intersection_91,3.39,18.21,0.96
Rua das Aguas,Intersection_143,Intersection_46,0.51,6.18,0.35
Rua das Violetas,Intersection_116,Intersection_40,2.89,15.0,0.38
Rua das Oliveiras,Intersection_95,Intersection_65,2.42,7.72,0.88
Rua da Colina,Intersection_59,Intersection_44,0.66,9.27,0.98
Rua dos Lirios,Intersection_63,Intersection_49,2.6,26.92,0.79
Rua das Palmeiras,Intersection_27,Intersection_59,2.79,10.9,0.91
Rua dos Jacarandas,Intersection_41,Intersection_91,2.16,15.11,0.73
Rua da Cascata,Intersection_14,Intersection_30,1.91,9.61,0.58
Rua dos Ipes,Intersection_30,Intersection_71,4.13,25.31,0.81
Rua da Colina,Intersection_54,Intersection_31,1.97,18.23,0.58
Rua do Sol,Intersection_121,Intersection_22,2.7,4.79,0.54
Rua da Colina,Intersection_121,Intersection_114,2.01,11.84,0.64
Rua da Montanha,Intersection_29,Intersection_66,1.34,10.54,0.12
Rua das Palmeiras,Intersection_156,Intersection_1,3.15,6.11,0.28
Rua dos Jacarandas,Intersection_0,Intersection_31,2.43,20.49,0.4
Rua dos Passaros,Intersection_113,Intersection_112,1.48,20.68,0.77
Rua dos Cedros,Intersection_7,Intersection_18,2.48,25.41,0.67
Rua dos Passaros,Intersection_153,Intersection_8,4.58,26.82,0.22
Rua das Laranjeiras,Intersection_152,Intersection_90,2.64,26.68,0.73
Rua das Rosas,Intersection_31,Intersection_0,2.21,6.89,0.45
Rua das Palmeiras,Intersection_52,Intersection_62,4.62,5.62,0.69
Rua das Violetas,Intersection_39,Intersection_73,3.58,25.11,0.2
Rua do Sol,Intersection_1,Intersection_74,1.41,26.63,0.44
Rua das Orquideas,Intersection_128,Intersection_102,4.39,7.79,0.91
Rua das Laranjeiras,Intersection_98,Intersection_1,4.8,11.67,0.59
Rua das Acacias,Intersection_95,Intersection_55,4.11,16.5,0.57
Rua dos Girassois,Intersection_83,Intersection_41,1.21,14.25,0.4
Rua dos Jacarandas,Intersection_138,Intersection_46,1.44,14.74,0.15
Rua da Montanha,Intersection_66,Intersection_70,0.57,28.06,0.98
Rua das Violetas,Intersection_148,Intersection_130,1.81,16.73,0.59
Rua do Campo,Intersection_48,Intersection_102,2.67,13.79,0.17
Rua do Campo,Intersection_49,Intersection_142,4.39,1.36,0.41
Rua dos Ipes,Intersection_40,Intersection_7,1.2,14.38,0.37
Rua da Cascata,Intersection_53,Intersection_39,3.18,20.68,1.0
Rua dos Cravos,Intersection_155,Intersection_47,4.05,16.65,0.75
Rua dos Cravos,Intersection_94,Intersection_113,2.19,29.51,0.31
Rua dos Cedros,Intersection_64,Intersection_155,1.97,29.41,0.2
Rua das Margaridas,Intersection_61,Intersection_48,3.46,14.2,0.38
Rua da Cascata,Intersection_109,Intersection_53,3.43,7.77,0.69
Rua dos Ipes,Intersection_77,Intersection_31,3.86,27.0,0.16
Rua da Colina,Intersection_26,Intersection_126,2.62,21.99,0.91
Rua das Violetas,Intersection_116,Intersection_58,3.23,29.86,0.82
Rua da Aurora,Intersection_132,Intersection_115,4.29,15.25,0.49
Rua dos Lirios,Intersection_118,Intersection_32,4.91,28.74,0.24
Rua da Montanha,Intersection_56,Intersection_147,4.33,26.14,0.13
Rua das Rosas,Intersection_104,Intersection_16,1.08,5.71,0.22
Rua das Violetas,Intersection_65,Intersection_19,4.71,15.01,0.94
Rua da Colina,Intersection_92,Intersection_84,0.98,6.07,0.81
Rua dos Pinheiros,Intersection_85,Intersection_67,1.2,23.85,0.26
Rua do Campo,Intersection_63,Intersection_105,2.45,4.88,0.65
Rua dos Lirios,Intersection_93,Intersection_2,3.38,15.09,0.12
Rua das Orquideas,Intersection_106,Intersection_113,1.52,14.62,0.37
Rua das Oliveiras,Intersection_25,Intersection_50,2.99,21.3,0.52
Rua das Oliveiras,Intersection_91,Intersection_42,2.55,26.43,0.15
Rua das Oliveiras,Intersection_85,Intersection_80,3.69,18.89,0.28
Rua das Laranjeiras,Intersection_117,Intersection_20,4.42,18.98,0.84
Rua das Rosas,Intersection_95,Intersection_40,2.21,9.75,0.84
Rua das Acacias,Intersection_80,Intersection_108,4.0,5.19,0.44
Rua dos Passaros,Intersection_120,Intersection_114,4.07,5.17,0.35
Rua da Lua,Intersection_56,Intersection_151,1.85,7.89,0.42
Rua dos Passaros,Intersection_46,Intersection_59,3.4,29.68,0.23
Rua dos Cravos,Intersection_20,Intersection_13,4.33,17.98,0.6
Rua dos Pinheiros,Intersection_150,Intersection_61,2.71,19.22,0.39
Rua dos Passaros,Intersection_118,Intersection_44,3.78,13.1,0.58
Rua dos Cravos,Intersection_126,Intersection_116,2.45,21.14,0.62
Rua dos Passaros,Intersection_129,Intersection_144,3.73,3.46,0.13
Rua do Campo,Intersection_145,Intersection_5,3.11,2.78,0.91
Rua dos Girassois,Intersection_41,Intersection_30,3.99,6.8,0.28
Rua das Nuvens,Intersection_24,Intersection_33,2.6,13.33,0.56
Rua das Aguas,Intersection_127,Intersection_124,4.97,9.38,0.31
Rua da Montanha,Intersection_29,Intersection_18,2.35,12.4,0.48
Rua das Flores,Intersection_83,Intersection_88,3.91,29.52,0.37
Rua das Acacias,Intersection_125,Intersection_20,2.32,22.97,0.77
Rua das Margaridas,Intersection_142,Intersection_122,1.57,7.71,0.47
Rua dos Ipes,Intersection_120,Intersection_57,1.26,16.81,0.45
Rua das Orquideas,Intersection_8,Intersection_35,2.86,27.0,0.79
Rua das Violetas,Intersection_50,Intersection_65,1.77,28.8,0.67
Rua dos Ipes,Intersection_24,Intersection_152,2.04,17.37,0.36
Rua dos Jacarandas,Intersection_40,Intersection_131,1.13,19.68,0.8
Rua das Margaridas,Intersection_19,Intersection_128,0.77,13.49,0.56
Rua do Sol,Intersection_145,Intersection_109,1.56,8.45,0.57
Rua das Rosas,Intersection_143,Intersection_61,4.65,26.47,0.61
Rua da Montanha,Intersection_91,Intersection_147,2.93,10.01,0.55
Rua das Flores,Intersection_92,Intersection_38,3.74,23.43,0.49
Rua da Colina,Intersection_58,Intersection_56,4.2,6.84,0.99
Rua das Margaridas,Intersection_67,Intersection_17,1.72,25.29,0.13
Rua das Palmeiras,Intersection_153,Intersection_143,2.34,28.62,0.67
Rua das Aguas,Intersection_53,Intersection_100,3.79,22.44,0.75
Rua das Acacias,Intersection_101,Intersection_23,2.79,17.43,0.35
Rua dos Lirios,Intersection_105,Intersection_10,1.36,20.83,0.68
Rua das Nuvens,Intersection_88,Intersection_122,4.55,22.83,0.33
Rua das Flores,Intersection_119,Intersection_135,3.27,23.7,0.63
Rua dos Passaros,Intersection_25,Intersection_44,3.23,12.67,0.67
Rua das Violetas,Intersection_63,Intersection_39,0.99,16.12,0.52
Rua dos Lirios,Intersection_47,Intersection_118,1.02,5.5,0.3
Rua das Rosas,Intersection_116,Intersection_75,1.31,21.45,0.94
Rua das Aguas,Intersection_151,Intersection_80,0.96,22.19,0.2
Rua das Flores,Intersection_27,Intersection_105,3.91,14.91,0.6
Rua da Cascata,Intersection_140,Intersection_34,2.22,25.29,0.6
Rua das Aguas,Intersection_131,Intersection_124,2.59,8.46,0.85
Rua das Aguas,Intersection_97,Intersection_56,3.62,4.14,0.23
Rua dos Passaros,Intersection_99,Intersection_15,3.7,11.97,0.39
Rua dos Jacarandas,Intersection_132,Intersection_111,4.61,23.29,0.38
Rua dos Passaros,Intersection_35,Intersection_139,0.6,2.61,0.66
Rua das Rosas,Intersection_125,Intersection_39,1.85,24.58,0.44
Rua da Aurora,Intersection_76,Intersection_47,3.51,17.1,0.3
Rua da Cascata,Intersection_157,Intersection_11,4.19,17.72,0.26
Rua das Margaridas,Intersection_131,Intersection_53,2.84,23.72,0.35
Rua do Sol,Intersection_122,Intersection_146,2.49,13.64,0.64
Rua das Palmeiras,Intersection_100,Intersection_87,3.13,1.57,0.72
Rua da Montanha,Intersection_117,Intersection_61,4.56,26.86,0.69
Rua das Rosas,Intersection_88,Intersection_90,1.28,7.57,0.68
Rua das Violetas,Intersection_103,Intersection_62,3.67,16.49,0.77
Rua das Nuvens,Intersection_107,Intersection_26,1.94,19.27,0.52
Rua das Oliveiras,Intersection_66,Intersection_152,4.46,19.38,0.32
Rua dos Pinheiros,Intersection_151,Intersection_113,2.97,20.38,0.73
Rua das Flores,Intersection_74,Intersection_2,1.14,19.04,0.29
Rua da Montanha,Intersection_88,Intersection_70,1.28,26.65,0.62
Rua das Laranjeiras,Intersection_30,Intersection_103,2.93,14.41,0.67
Rua das Flores,Intersection_96,Intersection_20,1.95,12.25,0.47
Rua dos Jacarandas,Intersection_82,Intersection_87,0.52,12.92,0.28
Rua dos Cedros,Intersection_120,Intersection_144,3.9,13.77,0.13
Rua dos Pinheiros,Intersection_101,Intersection_83,1.61,25.67,0.41
Rua dos Cravos,Intersection_138,Intersection_62,1.66,11.96,0.11
Rua dos Ipes,Intersection_73,Intersection_70,4.74,7.09,0.59
Rua da Montanha,Intersection_125,Intersection_35,1.04,5.11,0.45
