Street,From,To,Distance_km,Travel_time_min,Congestion_level
Rua da Lua,69,53,1.87,13.01,0.52
Rua do Campo,51,1,2.6,11.93,0.33
Rua dos Jacarandas,135,107,4.95,4.12,0.88
Rua dos Cravos,1,130,3.17,4.09,0.83
Rua das Violetas,132,43,0.79,7.99,0.84
Rua das Aguas,106,92,4.98,13.04,0.31
Rua da Montanha,105,115,2.66,8.14,0.85
Rua do Sol,125,147,4.96,5.61,0.13
Rua dos Girassois,55,128,3.16,20.81,1.0
Rua dos Passaros,65,157,4.18,22.65,0.6
Rua dos Passaros,116,136,1.78,1.15,0.55
Rua dos Passaros,131,43,4.17,5.92,0.47
Rua dos Ipes,60,135,0.81,10.85,0.19
Rua dos Passaros,88,46,2.05,2.89,0.68
Rua das Margaridas,48,90,4.1,9.76,0.25
Rua dos Pinheiros,93,4,1.66,2.92,0.91
Rua dos Passaros,36,49,2.68,9.14,0.41
Rua das Rosas,8,151,0.67,16.48,0.63
Rua da Cascata,93,27,2.98,7.06,0.56
Rua dos Pinheiros,24,143,2.13,26.56,0.11
Rua da Lua,136,97,1.58,17.92,0.41
Rua da Colina,58,80,2.51,28.96,0.65
Rua do Sol,11,154,3.9,27.19,0.47
Rua da Cascata,97,78,2.41,3.86,0.52
Rua do Campo,22,35,0.82,17.04,0.13
Rua da Aurora,47,38,1.05,26.58,0.73
Rua da Lua,82,142,2.41,6.35,0.8
Rua do Campo,87,134,3.15,29.98,0.96
Rua dos Cravos,95,148,4.84,2.98,0.4
Rua das Margaridas,135,5,0.91,8.21,0.22
Rua das Violetas,56,30,2.38,15.08,0.33
Rua das Margaridas,82,93,1.4,5.26,0.23
Rua dos Lirios,94,61,3.52,27.82,0.92
Rua das Oliveiras,74,140,4.21,2.09,0.37
Rua da Lua,125,142,0.67,24.9,0.51
Rua das Violetas,45,24,1.32,27.28,0.52
Rua das Margaridas,30,77,4.43,25.91,0.16
Rua dos Jacarandas,18,50,2.67,4.72,0.57
Rua dos Lirios,127,8,3.42,22.05,0.24
Rua das Palmeiras,23,104,3.39,18.21,0.96
Rua das Aguas,97,99,0.51,6.18,0.35
Rua das Violetas,146,23,2.89,15.0,0.38
Rua das Oliveiras,116,59,2.42,7.72,0.88
Rua da Colina,129,74,0.66,9.27,0.98
Rua dos Lirios,101,16,2.6,26.92,0.79
Rua das Palmeiras,105,129,2.79,10.9,0.91
Rua dos Jacarandas,151,104,2.16,15.11,0.73
Rua da Cascata,5,3,1.91,9.61,0.58
Rua dos Ipes,3,141,4.13,25.31,0.81
Rua da Colina,153,44,1.97,18.23,0.58
Rua do Sol,120,27,2.7,4.79,0.54
Rua da Colina,120,38,2.01,11.84,0.64
Rua da Montanha,131,94,1.34,10.54,0.12
Rua das Palmeiras,126,54,3.15,6.11,0.28
Rua dos Jacarandas,22,44,2.43,20.49,0.4
Rua dos Passaros,80,96,1.48,20.68,0.77
Rua dos Cedros,60,50,2.48,25.41,0.67
Rua dos Passaros,25,66,4.58,26.82,0.22
Rua das Laranjeiras,34,43,2.64,26.68,0.73
Rua das Rosas,44,22,2.21,6.89,0.45
Rua das Palmeiras,130,121,4.62,5.62,0.69
Rua das Violetas,113,114,3.58,25.11,0.2
Rua do Sol,54,20,1.41,26.63,0.44
Rua das Orquideas,86,138,4.39,7.79,0.91
Rua das Laranjeiras,21,54,4.8,11.67,0.59
Rua das Acacias,116,145,4.11,16.5,0.57
Rua dos Girassois,92,151,1.21,14.25,0.4
Rua dos Jacarandas,79,99,1.44,14.74,0.15
Rua da Montanha,94,154,0.57,28.06,0.98
Rua das Violetas,125,32,1.81,16.73,0.59
Rua do Campo,117,138,2.67,13.79,0.17
Rua do Campo,16,76,4.39,1.36,0.41
Rua dos Ipes,23,60,1.2,14.38,0.37
Rua da Cascata,69,113,3.18,20.68,1.0
Rua dos Cravos,53,102,4.05,16.65,0.75
Rua dos Cravos,37,80,2.19,29.51,0.31
Rua dos Cedros,90,53,1.97,29.41,0.2
Rua das Margaridas,63,117,3.46,14.2,0.38
Rua da Cascata,49,69,3.43,7.77,0.69
Rua dos Ipes,55,44,3.86,27.0,0.16
Rua da Colina,106,19,2.62,21.99,0.91
Rua das Violetas,146,10,3.23,29.86,0.82
Rua da Aurora,9,52,4.29,15.25,0.49
Rua dos Lirios,64,48,4.91,28.74,0.24
Rua da Montanha,7,83,4.33,26.14,0.13
Rua das Rosas,107,115,1.08,5.71,0.22
Rua das Violetas,59,142,4.71,15.01,0.94
Rua da Colina,4,18,0.98,6.07,0.81
Rua dos Pinheiros,110,134,1.2,23.85,0.26
Rua do Campo,101,70,2.45,4.88,0.65
Rua dos Lirios,150,155,3.38,15.09,0.12
Rua das Orquideas,73,80,1.52,14.62,0.37
Rua das Oliveiras,29,111,2.99,21.3,0.52
Rua das Oliveiras,104,128,2.55,26.43,0.15
Rua das Oliveiras,110,14,3.69,18.89,0.28
Rua das Laranjeiras,57,39,4.42,18.98,0.84
Rua das Rosas,116,23,2.21,9.75,0.84
Rua das Acacias,14,81,4.0,5.19,0.44
Rua dos Passaros,109,38,4.07,5.17,0.35
Rua da Lua,7,123,1.85,7.89,0.42
Rua dos Passaros,99,129,3.4,29.68,0.23
Rua dos Cravos,39,140,4.33,17.98,0.6
Rua dos Pinheiros,62,63,2.71,19.22,0.39
Rua dos Passaros,64,74,3.78,13.1,0.58
Rua dos Cravos,19,146,2.45,21.14,0.62
Rua dos Passaros,51,148,3.73,3.46,0.13
Rua do Campo,26,157,3.11,2.78,0.91
Rua dos Girassois,151,3,3.99,6.8,0.28
Rua das Nuvens,91,84,2.6,13.33,0.56
Rua das Aguas,136,67,4.97,9.38,0.31
Rua da Montanha,131,50,2.35,12.4,0.48
Rua das Flores,92,12,3.91,29.52,0.37
Rua das Acacias,93,39,2.32,22.97,0.77
Rua das Margaridas,76,30,1.57,7.71,0.47
Rua dos Ipes,109,71,1.26,16.81,0.45
Rua das Orquideas,66,58,2.86,27.0,0.79
Rua das Violetas,111,59,1.77,28.8,0.67
Rua dos Ipes,91,34,2.04,17.37,0.36
Rua dos Jacarandas,23,75,1.13,19.68,0.8
Rua das Margaridas,142,86,0.77,13.49,0.56
Rua do Sol,26,49,1.56,8.45,0.57
Rua das Rosas,97,63,4.65,26.47,0.61
Rua da Montanha,104,83,2.93,10.01,0.55
Rua das Flores,4,144,3.74,23.43,0.49
Rua da Colina,10,7,4.2,6.84,0.99
Rua das Margaridas,134,135,1.72,25.29,0.13
Rua das Palmeiras,25,97,2.34,28.62,0.67
Rua das Aguas,69,6,3.79,22.44,0.75
Rua das Acacias,95,46,2.79,17.43,0.35
Rua dos Lirios,70,11,1.36,20.83,0.68
Rua das Nuvens,12,30,4.55,22.83,0.33
Rua das Flores,124,61,3.27,23.7,0.63
Rua dos Passaros,29,74,3.23,12.67,0.67
Rua das Violetas,101,113,0.99,16.12,0.52
Rua dos Lirios,102,64,1.02,5.5,0.3
Rua das Rosas,146,108,1.31,21.45,0.94
Rua das Aguas,123,14,0.96,22.19,0.2
Rua das Flores,105,70,3.91,14.91,0.6
Rua da Cascata,77,149,2.22,25.29,0.6
Rua das Aguas,75,67,2.59,8.46,0.85
Rua das Aguas,147,7,3.62,4.14,0.23
Rua dos Passaros,41,47,3.7,11.97,0.39
Rua dos Jacarandas,9,1,4.61,23.29,0.38
Rua dos Passaros,58,78,0.6,2.61,0.66
Rua das Rosas,93,113,1.85,24.58,0.44
Rua da Aurora,45,102,3.51,17.1,0.3
Rua da Cascata,88,8,4.19,17.72,0.26
Rua das Margaridas,75,69,2.84,23.72,0.35
Rua do Sol,30,42,2.49,13.64,0.64
Rua das Palmeiras,6,118,3.13,1.57,0.72
Rua da Montanha,57,63,4.56,26.86,0.69
Rua das Rosas,12,43,1.28,7.57,0.68
Rua das Violetas,100,121,3.67,16.49,0.77
Rua das Nuvens,137,106,1.94,19.27,0.52
Rua das Oliveiras,94,34,4.46,19.38,0.32
Rua dos Pinheiros,123,80,2.97,20.38,0.73
Rua das Flores,20,155,1.14,19.04,0.29
Rua da Montanha,12,154,1.28,26.65,0.62
Rua das Laranjeiras,3,100,2.93,14.41,0.67
Rua das Flores,119,39,1.95,12.25,0.47
Rua dos Jacarandas,17,118,0.52,12.92,0.28
Rua dos Cedros,109,148,3.9,13.77,0.13
Rua dos Pinheiros,95,92,1.61,25.67,0.41
Rua dos Cravos,79,121,1.66,11.96,0.11
Rua dos Ipes,114,154,4.74,7.09,0.59
Rua da Montanha,93,58,1.04,5.11,0.45
Rua da Cascata,142,78,3.72,17.16,0.92
Rua dos Pinheiros,154,134,4.7,8.69,0.19
Rua das Flores,94,95,4.65,15.27,0.71
Rua das Orquideas,116,124,4.3,10.17,0.26
Rua das Orquideas,21,110,3.34,9.25,0.64
Rua das Nuvens,90,59,1.34,21.09,0.74
Rua dos Pinheiros,8,55,3.49,11.53,0.84
Rua das Orquideas,90,92,4.99,16.49,0.76
Rua das Nuvens,89,122,3.83,3.45,0.56
Rua da Lua,20,71,4.74,10.37,0.14
Rua do Sol,145,75,3.52,13.15,0.88
Rua das Margaridas,72,135,3.09,6.35,0.16
Rua das Orquideas,50,90,0.51,21.0,0.98
Rua das Palmeiras,140,90,3.94,13.04,0.51
Rua dos Girassois,91,46,4.48,19.69,0.61
Rua das Palmeiras,96,62,0.86,26.11,0.44
Rua das Oliveiras,139,12,2.01,5.67,0.28
Rua da Montanha,124,77,1.59,25.49,0.86
Rua das Nuvens,123,143,3.22,5.87,0.96
Rua dos Cedros,98,82,0.62,11.02,0.77
Rua do Campo,1,143,1.95,2.43,0.73
Rua dos Cravos,4,16,2.51,16.0,0.96
Rua das Violetas,76,91,2.99,14.26,0.95
Rua do Campo,48,70,4.38,7.41,0.34
Rua das Aguas,40,11,2.62,24.54,0.85
Rua dos Passaros,136,64,1.76,3.24,0.51
Rua das Rosas,66,131,4.64,24.79,0.69
Rua das Violetas,56,121,3.14,18.55,0.88
Rua dos Jacarandas,86,53,3.65,6.41,0.86
Rua da Aurora,144,80,3.11,29.81,0.62
Rua do Sol,100,135,3.21,17.36,0.89
Rua dos Passaros,48,146,1.42,19.54,0.64
Rua da Cascata,94,136,4.77,4.5,0.11
Rua das Oliveiras,123,115,4.13,24.24,0.77
Rua da Cascata,40,119,1.0,27.2,0.31
Rua dos Cedros,98,114,3.99,15.77,0.96
Rua dos Girassois,120,100,2.13,10.37,0.67
Rua da Montanha,116,104,4.13,29.26,0.3
Rua das Palmeiras,40,49,4.72,26.43,0.88
Rua da Cascata,99,121,4.23,25.59,0.81
Rua das Laranjeiras,134,130,4.76,23.95,0.4
Rua das Violetas,1,24,3.38,16.43,0.1
Rua das Margaridas,60,4,1.33,29.74,0.61
Rua da Cascata,18,54,0.71,6.78,0.41
Rua das Violetas,137,72,3.92,18.64,0.77
Rua das Rosas,111,155,1.04,4.0,0.35
Rua dos Passaros,36,110,1.66,28.41,0.99
Rua das Aguas,134,38,1.85,23.83,0.77
Rua da Colina,124,109,4.72,2.73,0.28
Rua das Flores,18,55,2.52,3.46,0.83
Rua das Palmeiras,103,124,3.91,11.92,0.48
Rua dos Cravos,39,81,1.94,28.87,1.0
Rua das Laranjeiras,31,125,1.75,25.09,0.4
Rua dos Cedros,143,115,2.46,6.98,0.8
Rua dos Girassois,62,154,2.31,9.49,0.87
Rua das Margaridas,92,10,4.96,12.09,0.28
Rua das Oliveiras,113,81,2.42,5.98,0.24
Rua do Sol,83,68,3.4,10.88,0.89
Rua das Palmeiras,5,27,1.26,13.95,0.52
Rua das Aguas,7,61,3.83,16.67,0.84
Rua da Aurora,46,89,3.22,5.61,0.68
Rua da Montanha,97,3,4.68,4.53,0.55
Rua das Palmeiras,10,43,4.3,25.75,0.57
Rua das Nuvens,31,107,3.33,28.46,0.94
Rua da Colina,146,48,1.42,25.63,0.88
Rua da Colina,98,74,1.38,5.03,0.63
Rua das Nuvens,115,75,4.7,11.04,0.49
Rua da Aurora,39,109,4.81,2.3,0.26
Rua dos Jacarandas,99,152,2.64,20.49,0.26
Rua dos Pinheiros,131,155,1.98,10.25,0.8
Rua dos Pinheiros,132,86,3.83,23.6,0.46
Rua das Orquideas,10,102,4.89,16.05,0.27
Rua da Lua,116,5,4.16,3.61,0.65
Rua das Margaridas,119,2,3.26,4.48,0.24
Rua dos Pinheiros,58,72,0.96,10.68,0.29
Rua dos Ipes,138,82,2.18,13.89,0.77
Rua das Violetas,137,10,3.91,27.91,0.13
Rua dos Passaros,0,156,2.66,28.41,0.29
Rua das Laranjeiras,133,20,4.13,5.62,0.84
Rua dos Lirios,80,91,4.33,28.37,0.21
Rua das Margaridas,135,96,4.99,1.35,0.29
Rua das Laranjeiras,31,11,4.96,1.27,0.76
Rua dos Cravos,26,106,3.08,26.29,0.29
Rua da Montanha,30,25,3.8,1.25,0.88
Rua do Sol,42,41,4.65,19.09,0.81
Rua das Violetas,38,94,3.54,2.27,1.0
Rua dos Ipes,89,103,1.47,1.95,0.52
Rua dos Passaros,93,16,1.16,28.98,0.91
Rua das Acacias,111,157,2.4,19.91,0.58
Rua da Montanha,120,109,4.01,3.69,0.41
Rua das Palmeiras,100,69,2.06,8.0,0.85
Rua das Flores,12,50,1.66,2.56,0.7
Rua dos Pinheiros,99,107,3.8,18.74,0.37
Rua do Sol,53,150,0.8,3.86,0.87
Rua dos Lirios,77,7,2.95,17.19,0.18
Rua das Nuvens,1,128,1.15,10.35,0.63
Rua das Aguas,99,114,1.28,17.07,0.85
Rua das Orquideas,106,69,2.02,7.95,0.55
Rua das Palmeiras,46,157,3.16,10.63,0.49
Rua dos Cravos,107,26,0.94,13.51,0.54
Rua dos Pinheiros,139,78,1.53,22.34,0.98
Rua das Acacias,10,12,1.66,22.58,0.91
Rua da Aurora,116,125,4.6,23.84,0.98
Rua dos Cedros,124,20,0.83,12.25,0.41
Rua da Aurora,108,18,3.88,24.8,0.6
Rua das Nuvens,24,137,0.97,12.58,0.79
Rua da Lua,30,121,3.26,25.97,0.65
Rua dos Jacarandas,88,140,1.43,3.15,0.65
Rua das Palmeiras,18,113,1.77,16.41,0.28
Rua das Acacias,91,9,1.89,8.26,0.91
Rua dos Ipes,19,87,4.97,10.74,0.75
Rua das Margaridas,22,0,2.0,21.76,0.52
Rua da Aurora,47,117,2.09,11.01,0.47
Rua das Violetas,83,125,0.57,11.68,0.92
Rua dos Ipes,34,89,2.0,3.39,0.96
Rua dos Pinheiros,142,73,2.51,27.31,0.74
Rua do Sol,105,19,3.39,15.71,0.17
Rua da Lua,0,97,1.92,28.28,0.93
Rua dos Ipes,58,70,4.79,7.35,0.92
Rua dos Pinheiros,149,78,1.85,20.24,0.29
Rua da Lua,147,67,4.45,24.01,0.58
Rua das Oliveiras,83,147,3.94,28.22,0.37
Rua das Violetas,41,73,3.52,21.48,0.92
Rua dos Jacarandas,9,32,1.96,16.7,0.21
Rua das Orquideas,114,77,1.62,29.23,0.82
Rua do Campo,77,98,1.01,4.0,0.58
Rua da Montanha,13,65,3.75,7.42,0.57
Rua do Sol,127,140,3.15,22.47,0.69
Rua dos Passaros,59,139,4.63,12.36,0.34
Rua das Laranjeiras,112,130,2.05,12.31,0.65
Rua dos Cravos,104,101,2.79,27.01,0.3
Rua das Flores,127,120,3.59,15.43,0.53
Rua das Orquideas,80,92,4.26,15.09,0.96
Rua dos Cravos,3,87,4.77,25.23,0.72
Rua dos Passaros,126,57,1.5,11.0,0.79
Rua dos Cedros,7,89,1.37,12.65,0.99
Rua da Aurora,153,130,1.27,25.54,0.4
Rua das Nuvens,8,123,2.87,26.97,0.29
Rua das Violetas,33,111,1.34,4.73,0.4
Rua dos Girassois,50,114,3.35,1.25,0.8
Rua dos Lirios,33,10,2.54,28.06,0.45
Rua dos Passaros,108,88,1.44,27.14,0.3
Rua das Laranjeiras,124,157,4.45,7.54,0.22
Rua das Nuvens,21,119,2.95,12.92,0.97
Rua dos Cedros,89,135,0.64,18.57,0.58
Rua das Orquideas,86,94,4.53,21.43,0.71
Rua das Violetas,150,127,3.84,29.59,0.86
Rua das Palmeiras,48,35,2.07,15.52,0.69
Rua dos Passaros,96,92,1.92,18.13,0.57
Rua do Campo,143,20,2.99,12.67,0.63
Rua da Aurora,114,99,2.6,29.56,0.41
Rua do Sol,89,2,1.84,13.13,0.7
Rua dos Ipes,73,91,3.89,28.86,0.32
Rua dos Cedros,99,34,4.72,21.08,0.51
Rua das Acacias,84,66,4.33,24.06,0.86
Rua das Acacias,22,70,3.18,18.8,0.85
Rua dos Jacarandas,51,147,2.77,3.61,0.64
Rua das Margaridas,69,59,3.13,14.66,0.46
Rua da Colina,48,4,4.38,10.33,0.77
Rua das Palmeiras,126,146,0.72,13.24,0.6
Rua das Rosas,4,132,0.68,10.73,0.86
Rua dos Lirios,118,95,3.58,11.44,0.32
Rua da Cascata,4,63,4.95,4.98,0.86
Rua das Flores,35,96,1.02,29.26,0.12
Rua das Aguas,1,139,4.65,5.3,0.58
Rua dos Girassois,47,69,2.13,12.76,0.94
Rua dos Jacarandas,4,46,1.71,23.63,0.18
Rua da Aurora,119,36,4.08,24.99,0.96
Rua das Violetas,37,75,0.56,17.12,0.11
Rua das Palmeiras,155,37,2.59,11.35,0.47
Rua dos Cedros,141,0,4.39,16.52,0.7
Rua dos Cravos,45,54,4.26,23.87,0.15
Rua das Aguas,64,24,3.06,24.56,0.96
Rua das Rosas,88,21,4.68,2.83,0.46
Rua dos Ipes,41,93,4.25,16.97,0.76
Rua dos Ipes,115,134,3.65,3.74,0.29
Rua dos Cedros,29,51,4.06,19.27,0.87
Rua dos Cedros,42,30,4.99,8.46,0.87
Rua das Oliveiras,125,107,1.58,17.74,0.45
Rua dos Lirios,100,15,2.35,27.45,0.23
Rua da Montanha,141,81,0.76,1.46,0.75
Rua da Colina,90,70,3.77,22.67,0.27
Rua das Margaridas,90,113,3.49,29.85,0.17
Rua das Orquideas,132,86,0.98,9.13,0.61
Rua das Flores,37,77,4.24,10.71,0.63
Rua dos Cedros,112,142,1.85,25.3,0.23
Rua da Colina,32,124,3.9,6.88,0.9
Rua dos Cravos,103,91,2.98,26.74,0.51
Rua do Sol,111,67,1.6,19.16,0.53
Rua dos Pinheiros,6,144,4.29,1.67,0.14
Rua dos Ipes,101,98,4.82,16.55,0.52
Rua das Aguas,99,106,3.92,5.47,0.46
Rua do Sol,30,125,2.5,27.86,0.89
Rua das Palmeiras,58,99,3.96,20.65,0.78
Rua dos Girassois,46,24,1.74,29.28,0.82
Rua das Flores,118,92,4.58,25.56,0.14
Rua da Cascata,80,38,1.44,16.5,0.69
Rua da Colina,22,100,3.28,23.62,0.6
Rua das Margaridas,83,126,2.88,25.01,0.86
Rua dos Pinheiros,14,93,0.82,19.7,0.45
Rua das Laranjeiras,108,117,3.92,11.56,0.77
Rua das Flores,135,70,4.0,11.8,0.97
Rua da Montanha,25,3,1.69,20.92,0.52
Rua das Nuvens,40,18,2.18,12.57,0.97
Rua das Acacias,73,72,2.29,21.21,0.92
Rua das Flores,106,47,2.99,12.82,0.54
Rua dos Ipes,114,124,3.52,25.42,0.87
Rua da Cascata,132,57,1.36,1.1,0.4
Rua dos Lirios,54,56,4.83,13.35,0.44
Rua dos Jacarandas,140,116,1.51,25.71,0.73
Rua da Aurora,80,7,3.21,21.78,0.57
Rua da Montanha,96,36,4.04,8.41,0.97
Rua das Laranjeiras,40,85,2.53,5.97,0.12
Rua das Orquideas,92,104,1.41,12.32,0.69
Rua do Sol,133,66,0.5,20.0,0.78
Rua da Montanha,51,12,4.88,27.26,0.38
Rua das Margaridas,101,31,1.66,1.92,0.59
Rua das Acacias,3,55,4.3,10.71,0.77
Rua das Palmeiras,17,112,2.07,22.16,0.98
Rua das Violetas,80,68,2.46,18.88,0.34
Rua das Orquideas,22,89,1.02,7.54,0.91
Rua dos Pinheiros,37,83,1.76,1.87,0.22
Rua das Flores,37,16,4.42,4.11,0.75
Rua dos Girassois,105,74,3.85,22.76,0.82
Rua dos Pinheiros,94,124,4.83,2.31,0.38
Rua dos Jacarandas,134,57,2.94,3.57,0.3
Rua dos Girassois,142,91,0.84,13.39,0.83
Rua dos Girassois,48,106,4.93,2.39,0.79
Rua das Orquideas,43,135,2.8,6.61,0.7
Rua da Cascata,155,44,2.43,19.27,0.93
Rua das Flores,136,147,4.74,4.52,0.41
Rua dos Cedros,81,141,2.58,10.74,0.3
Rua da Aurora,69,13,4.47,25.44,0.18
Rua dos Pinheiros,22,27,0.72,1.86,0.18
Rua das Rosas,119,47,2.97,19.41,0.86
Rua das Acacias,69,92,1.42,14.64,0.41
Rua dos Lirios,117,59,1.75,4.3,0.62
Rua das Rosas,14,80,4.62,10.45,0.24
Rua do Sol,102,53,1.98,15.63,0.94
Rua das Acacias,119,66,2.45,10.79,0.96
Rua das Violetas,130,26,1.76,27.49,0.7
Rua das Palmeiras,99,54,2.54,4.1,0.43
Rua da Montanha,96,127,1.8,14.53,0.88
Rua das Oliveiras,113,21,3.39,12.92,0.46
Rua do Campo,35,150,2.03,25.99,0.72
Rua das Laranjeiras,67,121,5.0,12.18,0.95
Rua dos Girassois,96,106,3.97,22.97,0.99
Rua do Campo,32,71,0.96,28.44,0.26
Rua da Montanha,39,101,1.85,21.25,0.68
Rua dos Passaros,30,15,1.25,22.56,0.46
Rua das Rosas,114,67,0.86,3.73,0.88
Rua dos Lirios,129,48,3.43,20.38,0.23
Rua das Orquideas,140,61,4.86,24.44,0.88
Rua dos Ipes,153,95,3.1,6.83,0.58
Rua dos Passaros,114,41,2.74,12.22,0.38
Rua dos Pinheiros,42,114,3.67,16.39,0.27
Rua das Nuvens,118,73,2.22,24.24,0.23
Rua dos Pinheiros,104,36,3.85,19.03,0.24
Rua dos Passaros,97,59,0.96,19.3,0.98
Rua das Orquideas,47,115,2.19,20.41,0.1
Rua das Nuvens,34,126,4.87,16.36,0.19
Rua dos Lirios,93,33,1.78,26.0,0.75
Rua dos Passaros,132,39,2.87,15.97,0.59
Rua dos Ipes,124,100,1.91,16.81,0.26
Rua dos Pinheiros,61,93,4.04,29.53,0.82
Rua das Nuvens,138,147,4.12,28.21,0.11
Rua dos Girassois,47,113,1.27,8.23,0.33
Rua das Palmeiras,71,69,2.4,11.57,0.54
Rua dos Pinheiros,60,88,1.17,19.51,0.69
Rua da Lua,75,144,2.89,2.66,0.25
Rua dos Passaros,24,83,2.95,19.46,0.86
Rua dos Pinheiros,89,98,4.41,3.94,0.95
Rua das Acacias,86,46,1.06,11.04,0.85
Rua das Margaridas,85,114,1.4,4.13,0.5
Rua das Flores,98,157,1.48,11.96,0.24
Rua das Laranjeiras,156,157,1.59,7.45,0.69
Rua das Flores,14,9,4.98,27.07,0.84
Rua da Lua,39,152,1.16,9.14,0.82
Rua dos Ipes,58,10,1.88,17.0,0.81
Rua dos Jacarandas,62,115,4.85,8.07,0.8
Rua dos Cravos,122,29,3.84,7.56,0.76
Rua das Flores,14,60,3.1,4.95,0.32
Rua dos Ipes,56,101,1.05,22.25,0.44
Rua das Orquideas,140,52,1.72,23.91,0.45
Rua das Palmeiras,110,4,3.59,20.39,0.61
Rua das Nuvens,75,84,1.29,2.26,0.1
Rua das Margaridas,139,60,2.36,13.57,0.53
Rua das Aguas,55,85,1.5,10.24,0.87
Rua das Orquideas,35,92,2.06,2.66,0.11
Rua das Rosas,98,9,4.21,19.22,0.12
Rua dos Girassois,150,45,3.43,27.12,0.81
Rua dos Pinheiros,154,111,0.77,20.82,0.8
Rua dos Lirios,14,96,1.14,29.42,0.12
Rua das Flores,70,35,3.13,26.4,0.72
Rua das Aguas,48,107,2.93,18.78,0.59
Rua das Margaridas,63,25,1.28,17.45,0.68
Rua das Palmeiras,58,119,2.53,28.78,0.69
Rua dos Cravos,72,23,3.4,21.13,0.88
Rua dos Cedros,82,16,4.11,29.97,0.39
Rua dos Girassois,20,81,2.58,26.55,0.49
Rua dos Girassois,15,85,2.04,4.1,0.46
Rua dos Passaros,136,106,4.58,20.88,0.19
Rua das Oliveiras,34,130,3.01,4.55,0.46
Rua dos Lirios,78,31,1.61,25.04,0.96
Rua da Cascata,28,71,4.06,1.75,0.77
Rua dos Ipes,94,105,1.48,3.91,0.66
Rua das Orquideas,95,18,4.82,22.49,0.29
Rua dos Lirios,3,154,3.02,4.8,0.82
Rua das Laranjeiras,65,103,0.68,4.82,0.56
Rua das Rosas,80,81,4.53,3.53,0.15
Rua da Montanha,5,122,1.82,23.3,0.23
Rua das Flores,46,111,2.78,27.65,0.73
Rua das Violetas,126,70,2.18,12.93,0.17
Rua das Laranjeiras,123,55,4.14,20.16,0.36
Rua dos Girassois,26,90,3.81,20.01,0.68
Rua das Oliveiras,102,46,2.02,15.57,0.84
Rua das Acacias,108,81,4.33,24.42,0.17
Rua das Flores,22,37,4.58,4.9,0.5
Rua da Colina,24,99,3.17,28.86,0.59
Rua dos Cravos,121,80,0.84,16.63,0.39
Rua dos Cravos,144,13,3.27,13.11,0.74
Rua das Laranjeiras,157,1,2.49,16.48,0.35
Rua do Campo,88,142,1.51,5.11,0.2
Rua da Colina,116,48,1.47,18.73,0.56
Rua das Aguas,67,156,2.73,17.89,0.64
Rua dos Passaros,52,50,2.72,12.53,0.17
Rua dos Ipes,139,110,4.07,11.17,0.35
Rua das Violetas,116,48,0.57,21.65,0.91
Rua da Aurora,82,99,3.97,6.42,0.77
Rua dos Cedros,127,18,4.63,10.88,0.39
Rua dos Cedros,150,147,2.54,10.09,0.7
Rua dos Cedros,37,16,1.95,6.82,0.56
Rua das Nuvens,29,35,2.71,25.54,0.66
Rua das Palmeiras,13,128,1.2,2.77,0.86
Rua dos Lirios,104,73,2.36,5.27,0.84
Rua dos Cedros,116,131,2.11,26.79,0.39
Rua das Violetas,29,97,0.62,20.63,0.9
Rua da Aurora,106,156,3.64,29.7,0.47
Rua dos Lirios,112,149,3.11,12.94,0.24
Rua da Colina,75,25,3.63,1.79,0.7
Rua da Montanha,111,128,3.28,22.11,0.53
Rua do Sol,136,130,3.59,15.05,0.76
Rua das Flores,104,3,4.57,23.96,0.87
Rua das Flores,52,77,2.02,17.45,0.89
Rua das Oliveiras,31,10,3.97,11.09,0.71
Rua dos Cravos,23,94,4.93,17.96,0.57
Rua da Aurora,25,43,3.79,2.89,0.64
Rua da Aurora,88,0,3.91,4.78,0.95
Rua dos Ipes,12,76,1.86,14.0,0.86
Rua das Oliveiras,50,32,0.68,8.27,0.97
Rua dos Passaros,143,112,2.79,1.21,0.32
Rua das Margaridas,152,32,1.71,5.41,0.29
Rua dos Jacarandas,103,149,2.64,5.24,0.8
Rua da Colina,14,55,4.83,29.46,0.91
Rua das Flores,149,43,1.57,6.25,0.67
Rua do Sol,76,112,4.77,28.98,0.97
Rua das Margaridas,31,105,4.84,16.6,0.28
Rua das Oliveiras,129,59,1.4,15.56,0.69
Rua das Orquideas,30,26,4.76,21.79,0.23
Rua das Aguas,109,16,1.84,14.42,0.9
Rua das Violetas,57,49,2.16,27.04,0.89
Rua da Lua,129,38,1.43,3.61,0.2
Rua das Orquideas,145,88,3.2,4.56,0.48
Rua das Rosas,45,141,1.43,18.42,0.84
Rua do Campo,71,64,4.76,15.21,0.25
Rua da Colina,142,107,0.59,19.0,0.84
Rua das Laranjeiras,40,90,4.5,10.17,0.31
Rua das Acacias,43,121,4.76,25.28,0.43
Rua das Nuvens,72,21,0.64,22.86,0.95
Rua das Rosas,82,134,4.32,16.99,0.53
Rua das Violetas,46,141,0.75,12.34,0.32
Rua da Lua,136,37,1.82,11.85,0.49
Rua da Aurora,38,108,1.84,3.06,0.35
Rua das Aguas,25,26,4.73,1.36,0.67
Rua das Oliveiras,7,123,2.09,5.12,0.19
Rua da Lua,135,26,3.29,16.7,0.84
Rua da Cascata,108,100,4.95,22.55,0.87
